ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword
A1873,Data Analytics Course,194.0,5309.0,191.4,19.0,10.0,0.046,1764.0,2024-11-13,Hyderabad,Desktop,data anaytics training
A1874,Data Analytics Course,139.0,4539.0,244.4,18.0,6.0,0.046,1638.0,2024-11-28,Hyderabad,Mobile,analytics for data
A1875,DataAnalyticsCourse,82.0,4622.0,203.99,17.0,9.0,0.11,1375.0,2024-11-12,Hydrebad,Mobile,online data analytic
A1876,Data Analytics Course,139.0,3355.0,193.57,26.0,9.0,0.046,1961.0,2024-11-11,Hyderabad,Mobile,learn data analytics
A1877,DataAnalyticsCourse,179.0,4992.0,221.48,27.0,10.0,0.037,1062.0,2024-11-06,Hyderabad,Tablet,learn data analytics
A1878,Data Analytics Course,93.0,3015.0,232.01,21.0,4.0,0.043,1770.0,2024-11-26,Hyderabad,Mobile,learn data analytics
A1879,Data Analytics Course,152.0,4662.0,249.13,24.0,7.0,0.046,1951.0,2024-11-11,Hyderabad,Desktop,online data analytic
A1880,Data Analytics Course,81.0,3766.0,213.12,27.0,7.0,0.086,1183.0,2024-11-27,Hyderabad,Desktop,online data analytic
A1881,DataAnalyticsCourse,130.0,5774.0,241.97,11.0,7.0,0.044,1708.0,2024-11-20,Hydrebad,Desktop,data analytics course
A1882,Data Analytics Course,110.0,4542.0,227.95,20.0,4.0,0.036,1423.0,2024-11-11,Hyderabad,Desktop,data anaytics training
A1883,Data Analytics Course,122.0,5179.0,215.57,11.0,4.0,0.033,1507.0,2024-11-18,Hyderabad,Tablet,analytics for data
A1884,Data Analytics Course,113.0,5265.0,184.21,27.0,5.0,0.044,1353.0,2024-11-20,Hyderabad,Tablet,data analitics online
A1885,Data Analytics Course,140.0,5297.0,223.9,28.0,6.0,0.043,1630.0,2024-11-21,Hyderabad,Mobile,data analytics course
A1886,Data Analytics Course,170.0,3347.0,248.44,27.0,3.0,0.046,1719.0,2024-11-20,Hyderabad,Desktop,learn data analytics
A1887,Data Analytics Course,176.0,5960.0,245.33,19.0,8.0,0.045,1761.0,2024-11-25,Hydrebad,Tablet,analytics for data
A1888,Data Analytics Course,139.0,5143.0,246.3,19.0,5.0,0.046,1346.0,2024-11-05,Hyderabad,Mobile,data anaytics training
A1889,Data Analytics Course,195.0,5265.0,242.0,10.0,4.0,0.054,1699.0,2024-11-08,Hyderabad,Tablet,online data analytic
A1890,Data Analytics Course,162.0,4396.0,183.96,18.0,4.0,0.043,1054.0,2024-11-18,Hyderabad,Tablet,data analitics online
A1891,Data Analytics Course,138.0,4381.0,191.55,28.0,7.0,0.046,1756.0,2024-11-01,Hydrebad,Tablet,data anaytics training
A1892,Data Analytics Course,177.0,3965.0,225.82,15.0,4.0,0.023,1530.0,2024-11-22,Hydrebad,Mobile,online data analytic
A1893,DataAnalyticsCourse,159.0,3366.0,217.27,21.0,7.0,0.044,1515.0,2024-11-17,Hyderabad,Tablet,online data analytic
A1894,Data Analytics Course,111.0,4026.0,229.01,13.0,3.0,0.046,1438.0,2024-11-01,Hydrebad,Desktop,learn data analytics
A1895,DataAnalyticsCourse,184.0,5560.0,189.14,14.0,6.0,0.046,1250.0,2024-11-17,Hyderabad,Tablet,data analitics online
A1896,Data Analytics Course,128.0,4500.0,188.21,10.0,3.0,0.046,1087.0,2024-11-14,Hydrebad,Desktop,online data analytic
A1897,Data Analytics Course,164.0,3851.0,219.15,22.0,6.0,0.049,1487.0,2024-11-09,Hyderabad,Mobile,learn data analytics
A1898,Data Analytics Course,120.0,3464.0,228.3,19.0,4.0,0.058,1426.0,2024-11-22,Hydrebad,Tablet,online data analytic
A1899,Data Analytics Course,89.0,3248.0,239.42,10.0,4.0,0.046,1505.0,2024-11-11,Hydrebad,Mobile,learn data analytics
A1900,Data Analytics Course,91.0,3721.0,231.45,24.0,6.0,0.06,1505.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1901,DataAnalyticsCourse,143.0,4143.0,191.68,20.0,5.0,0.035,1460.0,2024-11-30,Hydrebad,Tablet,analytics for data
A1902,Data Analytics Course,176.0,5768.0,238.94,14.0,8.0,0.045,1016.0,2024-11-02,Hyderabad,Tablet,data analitics online
A1903,Data Analytics Course,151.0,4408.0,214.29,20.0,5.0,0.033,1900.0,2024-11-21,Hyderabad,Desktop,data analytics course
A1904,Data Analytics Course,134.0,3623.0,221.65,19.0,5.0,0.047,1937.0,2024-11-24,Hyderabad,Desktop,data analitics online
A1905,DataAnalyticsCourse,191.0,3057.0,223.28,27.0,6.0,0.031,1208.0,2024-11-03,Hyderabad,Desktop,data analitics online
A1906,Data Analytics Course,170.0,3144.0,215.57,21.0,3.0,0.031,1695.0,2024-11-05,Hyderabad,Desktop,data analitics online
A1907,Data Analytics Course,112.0,3989.0,228.74,10.0,8.0,0.046,1812.0,2024-11-13,Hydrebad,Mobile,analytics for data
A1908,Data Analytics Course,169.0,3619.0,246.66,28.0,3.0,0.018,1354.0,2024-11-25,Hydrebad,Desktop,online data analytic
A1909,Data Analytics Course,172.0,4696.0,242.17,26.0,3.0,0.017,1719.0,2024-11-06,Hydrebad,Desktop,data analytics course
A1910,Data Analytics Course,162.0,5684.0,219.08,30.0,7.0,0.046,1295.0,2024-11-26,Hydrebad,Desktop,data analytics course
A1911,Data Analytics Course,183.0,4197.0,243.19,29.0,8.0,0.046,1593.0,2024-11-09,Hyderabad,Mobile,data anaytics training
A1912,Data Analytics Course,108.0,5949.0,184.25,23.0,8.0,0.074,1986.0,2024-11-23,Hyderabad,Desktop,data anaytics training
A1913,Data Analytics Course,126.0,3784.0,215.57,24.0,5.0,0.046,1951.0,2024-11-28,Hyderabad,Mobile,analytics for data
A1914,Data Analytics Course,174.0,3570.0,222.65,25.0,3.0,0.017,1505.0,2024-11-19,Hydrebad,Tablet,learn data analytics
A1915,DataAnalyticsCourse,122.0,4632.0,236.57,13.0,6.0,0.046,1001.0,2024-11-15,Hyderabad,Desktop,data analytics course
A1916,Data Analytics Course,191.0,3457.0,237.6,20.0,10.0,0.052,1505.0,2024-11-05,Hyderabad,Desktop,data analytics course
A1917,DataAnalyticsCourse,122.0,4525.0,202.89,23.0,8.0,0.034,1499.0,2024-11-22,Hyderabad,Tablet,data anaytics training
A1918,DataAnalyticsCourse,175.0,4850.0,186.25,28.0,10.0,0.057,1978.0,2024-11-18,Hyderabad,Desktop,analytics for data
A1919,Data Analytics Course,123.0,4938.0,180.64,24.0,9.0,0.073,1746.0,2024-11-21,Hydrebad,Tablet,data analytics course
A1920,Data Analytics Course,135.0,5748.0,239.22,20.0,7.0,0.051,1222.0,2024-11-21,Hydrebad,Tablet,analytics for data
A1921,Data Analytics Course,139.0,4622.0,187.85,24.0,5.0,0.046,1998.0,2024-11-11,Hyderabad,Tablet,analytics for data
A1922,Data Analytics Course,90.0,5596.0,188.04,12.0,4.0,0.044,1505.0,2024-11-17,Hyderabad,Mobile,online data analytic
A1923,Data Analytics Course,139.0,5308.0,234.1,27.0,8.0,0.046,1150.0,2024-11-16,Hyderabad,Tablet,analytics for data
A1924,Data Analytics Course,89.0,3069.0,205.37,19.0,6.0,0.046,1518.0,2024-11-28,Hyderabad,Desktop,data analitics online
A1925,Data Analytics Course,139.0,4221.0,180.83,24.0,10.0,0.033,1082.0,2024-11-13,Hyderabad,Tablet,learn data analytics
A1926,DataAnalyticsCourse,148.0,4514.0,203.54,23.0,3.0,0.047,1622.0,2024-11-05,Hydrebad,Desktop,data analitics online
A1927,DataAnalyticsCourse,96.0,3468.0,228.41,16.0,9.0,0.094,1035.0,2024-11-04,Hyderabad,Desktop,learn data analytics
A1928,Data Analytics Course,126.0,3613.0,208.74,18.0,7.0,0.046,1106.0,2024-11-06,Hyderabad,Desktop,learn data analytics
A1929,Data Analytics Course,115.0,3234.0,227.77,30.0,3.0,0.026,1272.0,2024-11-13,Hyderabad,Tablet,learn data analytics
A1930,Data Analytics Course,135.0,5436.0,245.86,28.0,9.0,0.067,1453.0,2024-11-03,Hyderabad,Desktop,data analitics online
A1931,Data Analytics Course,158.0,4519.0,191.84,26.0,4.0,0.025,1505.0,2024-11-29,Hyderabad,Desktop,data analitics online
A1932,DataAnalyticsCourse,80.0,3777.0,199.52,12.0,7.0,0.046,1694.0,2024-11-22,Hydrebad,Desktop,learn data analytics
A1933,Data Analytics Course,190.0,3461.0,205.22,28.0,10.0,0.046,1616.0,2024-11-25,Hydrebad,Mobile,online data analytic
A1934,Data Analytics Course,135.0,4575.0,241.92,10.0,5.0,0.046,1553.0,2024-11-22,Hydrebad,Desktop,data analytics course
A1935,Data Analytics Course,149.0,3471.0,242.14,23.0,4.0,0.027,1937.0,2024-11-19,Hyderabad,Desktop,data anaytics training
A1936,Data Analytics Course,164.0,3115.0,232.62,10.0,7.0,0.046,1802.0,2024-11-04,Hyderabad,Tablet,data analitics online
A1937,Data Analytics Course,132.0,5428.0,180.73,10.0,7.0,0.039,1732.0,2024-11-16,Hyderabad,Desktop,data analytics course
A1938,Data Analytics Course,198.0,4499.0,245.24,27.0,7.0,0.035,1165.0,2024-11-01,Hyderabad,Tablet,online data analytic
A1939,Data Analytics Course,153.0,3285.0,226.26,12.0,7.0,0.046,1838.0,2024-11-21,Hyderabad,Desktop,online data analytic
A1940,DataAnalyticsCourse,142.0,3431.0,235.09,19.0,7.0,0.046,1334.0,2024-11-08,Hydrebad,Desktop,data analitics online
A1941,Data Analytics Course,91.0,4600.0,194.14,19.0,7.0,0.077,1255.0,2024-11-19,Hyderabad,Mobile,data analitics online
A1942,Data Analytics Course,154.0,4804.0,190.98,21.0,3.0,0.019,1521.0,2024-11-23,Hyderabad,Desktop,data anaytics training
A1943,DataAnalyticsCourse,115.0,5472.0,230.29,26.0,4.0,0.046,1275.0,2024-11-07,Hyderabad,Mobile,learn data analytics
A1944,Data Analytics Course,86.0,5493.0,191.28,18.0,9.0,0.105,1204.0,2024-11-20,Hyderabad,Tablet,data analytics course
A1945,DataAnalyticsCourse,116.0,3188.0,238.62,15.0,10.0,0.086,1429.0,2024-11-14,Hyderabad,Tablet,online data analytic
A1946,Data Analytics Course,144.0,3579.0,237.97,21.0,10.0,0.069,1155.0,2024-11-02,Hyderabad,Desktop,data analytics course
A1947,DataAnalyticsCourse,101.0,4198.0,204.09,30.0,10.0,0.099,1642.0,2024-11-21,Hyderabad,Desktop,data anaytics training
A1948,Data Analytics Course,116.0,4224.0,245.99,10.0,5.0,0.046,1054.0,2024-11-05,Hyderabad,Tablet,data analitics online
A1949,Data Analytics Course,187.0,3199.0,193.29,24.0,6.0,0.032,1430.0,2024-11-20,Hydrebad,Tablet,online data analytic
A1950,DataAnalyticsCourse,114.0,4333.0,192.81,26.0,6.0,0.053,1722.0,2024-11-08,Hyderabad,Tablet,data anaytics training
A1951,DataAnalyticsCourse,141.0,3617.0,198.52,20.0,9.0,0.046,1858.0,2024-11-21,Hyderabad,Desktop,data analytics course
A1952,Data Analytics Course,167.0,5588.0,181.95,18.0,9.0,0.035,1505.0,2024-11-23,Hyderabad,Tablet,data anaytics training
A1953,Data Analytics Course,186.0,4689.0,204.31,26.0,6.0,0.032,1936.0,2024-11-21,Hyderabad,Desktop,data analitics online
A1954,DataAnalyticsCourse,139.0,4846.0,206.4,21.0,7.0,0.046,1526.0,2024-11-28,Hyderabad,Mobile,data analitics online
A1955,Data Analytics Course,136.0,3441.0,236.21,26.0,9.0,0.046,1461.0,2024-11-15,Hydrebad,Desktop,learn data analytics
A1956,Data Analytics Course,185.0,3719.0,245.91,17.0,9.0,0.049,1218.0,2024-11-09,Hyderabad,Mobile,online data analytic
A1957,Data Analytics Course,162.0,3337.0,200.94,11.0,9.0,0.056,1820.0,2024-11-16,Hyderabad,Mobile,data analytics course
A1958,Data Analytics Course,91.0,3694.0,234.02,23.0,5.0,0.055,1505.0,2024-11-24,Hyderabad,Desktop,online data analytic
A1959,Data Analytics Course,109.0,5641.0,224.36,30.0,4.0,0.037,1531.0,2024-11-13,Hyderabad,Tablet,analytics for data
A1960,Data Analytics Course,88.0,3992.0,195.38,14.0,4.0,0.046,1228.0,2024-11-15,Hyderabad,Desktop,data analytics course
A1961,Data Analytics Course,189.0,3411.0,205.26,28.0,7.0,0.046,1147.0,2024-11-27,Hyderabad,Desktop,analytics for data
A1962,Data Analytics Course,154.0,3099.0,218.7,30.0,6.0,0.039,1366.0,2024-11-10,Hyderabad,Desktop,data analitics online
A1963,Data Analytics Course,106.0,3017.0,242.71,24.0,5.0,0.03,1701.0,2024-11-04,Hyderabad,Mobile,learn data analytics
A1964,Data Analytics Course,134.0,4518.5,202.32,17.0,5.0,0.057,1963.0,2024-11-23,Hyderabad,Tablet,data anaytics training
A1965,Data Analytics Course,84.0,5662.0,228.62,25.0,9.0,0.107,1988.0,2024-11-26,Hyderabad,Desktop,analytics for data
A1966,DataAnalyticsCourse,190.0,4476.0,198.18,12.0,4.0,0.046,1002.0,2024-11-07,Hyderabad,Desktop,data analitics online
A1967,DataAnalyticsCourse,156.0,4771.0,199.3,26.0,8.0,0.051,1823.0,2024-11-04,Hyderabad,Tablet,data analitics online
A1968,Data Analytics Course,139.0,5510.0,198.92,23.0,9.0,0.046,1063.0,2024-11-14,Hydrebad,Desktop,data analytics course
A1969,Data Analytics Course,170.0,4786.0,202.62,27.0,6.0,0.04,1372.0,2024-11-04,Hyderabad,Mobile,data anaytics training
A1970,Data Analytics Course,86.0,3964.0,193.15,26.0,5.0,0.045,1639.0,2024-11-23,Hydrebad,Desktop,learn data analytics
A1971,Data Analytics Course,143.0,5317.0,236.37,10.0,3.0,0.046,1861.0,2024-11-16,Hyderabad,Tablet,data analitics online
A1972,Data Analytics Course,84.0,3454.0,206.8,23.0,3.0,0.036,1573.0,2024-11-17,Hyderabad,Desktop,learn data analytics
A1973,Data Analytics Course,145.0,3804.0,236.92,29.0,8.0,0.046,1328.0,2024-11-23,Hyderabad,Tablet,data analytics course
A1974,Data Analytics Course,126.0,4670.0,234.65,25.0,8.0,0.046,1470.0,2024-11-23,Hydrebad,Desktop,online data analytic
A1975,Data Analytics Course,156.0,3273.0,189.36,14.0,6.0,0.038,1860.0,2024-11-15,Hyderabad,Mobile,data analitics online
A1976,Data Analytics Course,124.0,4236.0,182.02,20.0,9.0,0.073,1979.0,2024-11-22,Hydrebad,Desktop,data anaytics training
A1977,Data Analytics Course,197.0,5866.0,217.81,28.0,7.0,0.036,1331.0,2024-11-18,Hydrebad,Mobile,learn data analytics
A1978,DataAnalyticsCourse,106.0,3102.0,214.56,12.0,7.0,0.046,1881.0,2024-11-25,Hyderabad,Mobile,learn data analytics
A1979,Data Analytics Course,129.0,4856.0,230.13,23.0,7.0,0.054,1720.0,2024-11-25,Hyderabad,Tablet,learn data analytics
A1980,Data Analytics Course,93.0,4054.0,244.73,11.0,8.0,0.086,1066.0,2024-11-24,Hyderabad,Desktop,online data analytic
A1981,Data Analytics Course,96.0,4074.0,219.66,16.0,8.0,0.083,1505.0,2024-11-07,Hyderabad,Tablet,data analitics online
A1982,Data Analytics Course,135.0,4430.0,196.18,12.0,9.0,0.067,1374.0,2024-11-08,Hyderabad,Mobile,analytics for data
A1983,Data Analytics Course,138.0,5356.0,204.86,15.0,9.0,0.065,1268.0,2024-11-22,Hyderabad,Mobile,online data analytic
A1984,Data Analytics Course,92.0,4898.0,247.49,19.0,7.0,0.046,1969.0,2024-11-07,Hydrebad,Desktop,data anaytics training
A1985,DataAnalyticsCourse,151.0,5301.0,232.06,13.0,9.0,0.06,1893.0,2024-11-05,Hydrebad,Mobile,data analitics online
A1986,DataAnalyticsCourse,189.0,3031.0,209.84,25.0,6.0,0.032,1936.0,2024-11-26,Hyderabad,Tablet,online data analytic
A1987,DataAnalyticsCourse,97.0,3410.0,180.52,24.0,7.0,0.046,1532.0,2024-11-07,Hyderabad,Tablet,analytics for data
A1988,Data Analytics Course,178.0,4745.0,200.61,12.0,9.0,0.051,1574.0,2024-11-18,Hyderabad,Desktop,learn data analytics
A1989,Data Analytics Course,164.0,3024.0,192.34,12.0,8.0,0.049,1997.0,2024-11-07,Hyderabad,Desktop,data analytics course
A1990,Data Analytics Course,94.0,5435.0,231.42,21.0,5.0,0.056,1114.0,2024-11-03,Hyderabad,Desktop,data analitics online
A1991,Data Analytics Course,176.0,3021.0,204.53,29.0,7.0,0.03,1620.0,2024-11-13,Hyderabad,Tablet,online data analytic
A1992,DataAnalyticsCourse,165.0,5335.0,192.53,23.0,5.0,0.03,1402.0,2024-11-12,Hyderabad,Mobile,data anaytics training
A1993,Data Analytics Course,188.0,4081.0,237.05,18.0,8.0,0.05,1846.0,2024-11-06,Hyderabad,Tablet,data analytics course
A1994,Data Analytics Course,87.0,4840.0,205.72,16.0,6.0,0.046,1040.0,2024-11-09,Hydrebad,Desktop,online data analytic
A1995,DataAnalyticsCourse,106.0,4738.0,196.7,17.0,4.0,0.038,1515.0,2024-11-29,Hyderabad,Tablet,data anaytics training
A1996,Data Analytics Course,198.0,4181.0,218.4,10.0,8.0,0.04,1298.0,2024-11-17,Hyderabad,Mobile,data anaytics training
A1997,Data Analytics Course,121.0,5813.0,202.92,25.0,6.0,0.05,1226.0,2024-11-14,Hydrebad,Tablet,data analitics online
A1998,DataAnalyticsCourse,120.0,4303.0,202.8,21.0,4.0,0.033,1033.0,2024-11-26,Hyderabad,Tablet,online data analytic
A1999,Data Analytics Course,189.0,5201.0,210.87,21.0,10.0,0.053,1560.0,2024-11-11,Hydrebad,Mobile,data analytics course
A2000,DataAnalyticsCourse,131.0,4603.0,228.63,30.0,7.0,0.046,1270.0,2024-11-03,Hyderabad,Tablet,analytics for data
A2001,Data Analytics Course,99.0,4051.0,207.42,10.0,9.0,0.091,1797.0,2024-11-14,Hyderabad,Mobile,analytics for data
A2002,DataAnalyticsCourse,199.0,4080.0,243.8,23.0,7.0,0.05,1507.0,2024-11-15,Hyderabad,Desktop,data anaytics training
A2003,Data Analytics Course,180.0,4140.0,240.76,21.0,8.0,0.044,1248.0,2024-11-11,Hyderabad,Desktop,online data analytic
A2004,Data Analytics Course,88.0,3333.0,193.25,29.0,3.0,0.034,1398.0,2024-11-14,Hyderabad,Tablet,data analitics online
A2005,Data Analytics Course,140.0,3689.0,249.33,20.0,9.0,0.064,1329.0,2024-11-22,Hyderabad,Mobile,learn data analytics
A2006,Data Analytics Course,166.0,4665.0,223.95,23.0,9.0,0.054,1404.0,2024-11-07,Hyderabad,Tablet,data analitics online
A2007,Data Analytics Course,185.0,3670.0,198.66,30.0,4.0,0.057,1440.0,2024-11-13,Hydrebad,Desktop,data anaytics training
A2008,Data Analytics Course,139.0,4036.0,242.12,25.0,5.0,0.036,1329.0,2024-11-26,Hyderabad,Tablet,learn data analytics
A2009,Data Analytics Course,142.0,4497.0,198.98,27.0,3.0,0.046,1582.0,2024-11-30,Hyderabad,Tablet,analytics for data
A2010,Data Analytics Course,173.0,3705.0,197.01,20.0,10.0,0.058,1010.0,2024-11-26,Hyderabad,Desktop,data anaytics training
A2011,Data Analytics Course,139.0,5849.0,215.57,27.0,3.0,0.046,1146.0,2024-11-25,Hyderabad,Tablet,learn data analytics
A2012,Data Analytics Course,153.0,5283.0,205.72,24.0,3.0,0.02,1591.0,2024-11-10,Hyderabad,Desktop,learn data analytics
A2013,Data Analytics Course,104.0,5203.0,241.15,17.0,6.0,0.048,1164.0,2024-11-28,Hyderabad,Mobile,data analitics online
A2014,Data Analytics Course,120.0,4243.0,198.49,15.0,10.0,0.083,1891.0,2024-11-27,Hyderabad,Desktop,data anaytics training
A2015,Data Analytics Course,100.0,3716.0,247.95,23.0,8.0,0.046,1924.0,2024-11-14,Hyderabad,Mobile,learn data analytics
A2016,Data Analytics Course,106.0,3646.0,237.89,28.0,7.0,0.046,1564.0,2024-11-02,Hydrebad,Mobile,analytics for data
A2017,Data Analytics Course,136.0,4101.0,227.43,28.0,9.0,0.057,1284.0,2024-11-19,Hyderabad,Tablet,learn data analytics
A2018,Data Analytics Course,121.0,3366.0,246.56,25.0,7.0,0.046,1170.0,2024-11-02,Hyderabad,Desktop,online data analytic
A2019,Data Analytics Course,153.0,3381.0,231.35,29.0,5.0,0.033,1769.0,2024-11-28,Hyderabad,Tablet,data analytics course
A2020,Data Analytics Course,111.0,5003.0,213.34,29.0,3.0,0.046,1938.0,2024-11-25,Hyderabad,Tablet,analytics for data
A2021,Data Analytics Course,156.0,5415.0,198.27,29.0,7.0,0.037,1918.0,2024-11-17,Hydrebad,Desktop,data anaytics training
A2022,Data Analytics Course,137.0,3838.0,226.92,18.0,6.0,0.044,1505.0,2024-11-27,Hyderabad,Tablet,analytics for data
A2023,Data Analytics Course,138.0,3002.0,246.3,24.0,7.0,0.036,1530.0,2024-11-01,Hyderabad,Tablet,learn data analytics
A2024,Data Analytics Course,96.0,3958.0,238.06,17.0,4.0,0.042,1750.0,2024-11-07,Hyderabad,Mobile,online data analytic
A2025,Data Analytics Course,180.0,3060.0,194.47,21.0,5.0,0.054,1429.0,2024-11-10,Hyderabad,Tablet,online data analytic
A2026,Data Analytics Course,132.0,5514.0,208.57,16.0,7.0,0.053,1072.0,2024-11-26,Hyderabad,Mobile,online data analytic
A2027,DataAnalyticsCourse,147.0,5373.0,233.68,20.0,7.0,0.048,1685.0,2024-11-01,Hyderabad,Desktop,data analytics course
A2028,Data Analytics Course,84.0,4720.0,213.68,20.0,5.0,0.06,1412.0,2024-11-21,Hyderabad,Tablet,data analytics course
A2029,Data Analytics Course,82.0,4330.0,228.68,18.0,8.0,0.098,1510.0,2024-11-04,Hyderabad,Desktop,analytics for data
A2030,DataAnalyticsCourse,173.0,4365.0,215.57,28.0,9.0,0.046,1311.0,2024-11-06,Hyderabad,Desktop,data analitics online
A2031,Data Analytics Course,89.0,5899.0,226.95,13.0,7.0,0.079,1058.0,2024-11-10,Hyderabad,Mobile,data anaytics training
A2032,DataAnalyticsCourse,198.0,3500.0,206.88,19.0,6.0,0.03,1684.0,2024-11-11,Hydrebad,Mobile,analytics for data
A2033,Data Analytics Course,135.0,4155.0,207.81,25.0,9.0,0.049,1313.0,2024-11-03,Hyderabad,Desktop,online data analytic
A2034,Data Analytics Course,94.0,5437.0,190.49,16.0,6.0,0.044,1234.0,2024-11-16,Hyderabad,Tablet,data anaytics training
A2035,Data Analytics Course,151.0,3251.0,224.8,13.0,6.0,0.04,1505.0,2024-11-21,Hyderabad,Desktop,learn data analytics
A2036,Data Analytics Course,113.0,5392.0,205.13,28.0,3.0,0.034,1208.0,2024-11-17,Hyderabad,Mobile,online data analytic
A2037,DataAnalyticsCourse,164.0,5403.0,213.0,11.0,8.0,0.037,1505.0,2024-11-22,Hydrebad,Desktop,analytics for data
A2038,Data Analytics Course,135.0,5054.0,224.03,16.0,6.0,0.044,1765.0,2024-11-07,Hyderabad,Mobile,data anaytics training
A2039,Data Analytics Course,116.0,5757.0,218.69,10.0,7.0,0.045,1834.0,2024-11-23,Hyderabad,Mobile,online data analytic
A2040,Data Analytics Course,139.0,4485.0,220.3,14.0,6.0,0.046,1801.0,2024-11-01,Hyderabad,Mobile,data analytics course
A2041,Data Analytics Course,164.0,4053.0,245.26,28.0,7.0,0.043,1384.0,2024-11-01,Hyderabad,Tablet,learn data analytics
A2042,Data Analytics Course,146.0,5733.0,225.48,26.0,3.0,0.035,1658.0,2024-11-10,Hyderabad,Desktop,online data analytic
A2043,Data Analytics Course,181.0,3225.0,190.25,22.0,5.0,0.028,1677.0,2024-11-10,Hyderabad,Mobile,learn data analytics
A2044,Data Analytics Course,156.0,4170.0,244.72,29.0,3.0,0.019,1962.0,2024-11-20,Hyderabad,Desktop,data analitics online
A2045,Data Analytics Course,182.0,4039.0,240.35,12.0,7.0,0.038,1214.0,2024-11-13,Hyderabad,Tablet,data anaytics training
A2046,DataAnalyticsCourse,137.0,3150.0,184.36,19.0,3.0,0.041,1218.0,2024-11-29,Hyderabad,Tablet,data analitics online
A2047,Data Analytics Course,93.0,4498.0,237.67,27.0,3.0,0.032,1102.0,2024-11-30,Hydrebad,Mobile,online data analytic
A2048,Data Analytics Course,136.0,4683.0,228.82,22.0,5.0,0.037,1493.0,2024-11-19,Hyderabad,Desktop,learn data analytics
A2049,DataAnalyticsCourse,194.0,5620.0,194.91,22.0,10.0,0.046,1607.0,2024-11-08,Hydrebad,Tablet,data analytics course
A2050,Data Analytics Course,139.0,4653.0,194.99,11.0,5.0,0.054,1928.0,2024-11-12,Hyderabad,Tablet,learn data analytics
